LIMIT_BAL,AGE,EDUCATION,MARRIAGE,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
648836,26,4,1,2,7,-1,-1,2,3,0,229756,630131,135,197405,352561,165327,13062,74211,77777,52765,7396,65956,0
383632,57,4,3,1,6,-2,5,-2,8,4,252037,780153,566723,651674,1350,211468,96753,57948,55142,44441,81205,44323,0
144415,40,1,2,1,-1,6,9,-1,7,-2,630611,601528,145022,253316,77415,531979,19257,58221,85589,19858,86612,39887,0
416716,27,4,2,2,7,4,5,9,8,5,-81337,367443,137836,213093,101493,691945,67467,81565,99083,62667,38639,53761,1
456438,70,1,2,1,6,-2,3,2,5,7,85227,25267,207501,540535,-36116,406577,79590,38733,44618,78715,28744,88536,1
563663,73,2,3,2,9,7,2,2,0,1,594893,466327,97377,150926,436864,603348,77032,85525,39943,78340,40147,72115,0
675022,40,3,2,1,0,9,3,4,4,1,977839,389157,538411,361759,7252,204092,26815,38299,46943,71222,43403,3545,0
551252,75,3,3,1,0,3,-2,2,2,9,993155,647974,412857,-92328,738912,958208,1113,23886,81636,77271,88669,4619,1
647717,39,2,3,1,0,2,-1,8,6,9,721299,482717,936476,473522,858530,937183,53415,50949,2582,18837,29379,76816,1
262764,27,1,1,1,-2,7,4,3,6,-2,-14153,616016,999113,521879,835792,143758,9417,77095,9189,9930,64130,12633,1
724998,77,2,2,1,7,8,-2,-1,2,2,40658,311007,139236,853169,-16623,707819,65496,65146,489,4121,28444,85628,1
476882,65,3,2,1,4,2,5,2,3,5,886906,952093,929648,-29265,539101,378640,41565,91967,54937,76215,47983,46289,0
750427,50,3,3,1,7,1,0,5,-2,5,346631,967501,469491,931184,281343,943757,93546,30889,19398,28052,80205,6968,1
522153,69,4,3,1,4,0,1,-2,9,4,902403,630650,147463,904111,634217,576925,34175,70251,81455,4460,74967,26397,0
77215,76,1,1,1,-1,5,4,8,9,4,738587,327358,330673,410681,295648,937041,85225,8423,55900,83800,67679,87736,1
865474,48,4,2,1,3,4,7,7,1,5,-46980,726797,704245,798882,517926,951618,91058,73402,82683,85022,89996,65381,0
154356,67,3,3,1,1,2,4,4,-2,5,137918,403892,946503,573872,-85402,363323,81341,33914,16163,7980,24977,45176,1
213861,28,3,2,1,8,9,-1,5,1,-2,820066,565139,-17623,623053,145101,900684,48491,46043,31967,4414,34040,51102,0
365612,34,4,2,2,4,6,2,8,9,-1,310252,360121,398458,744206,876497,341901,52067,50229,60690,21122,62963,92600,0
464605,49,4,2,2,4,9,5,2,-2,7,112291,183386,546657,755392,418211,596788,87155,21959,97151,86782,65173,50626,0
19435,45,3,3,1,1,4,6,1,7,5,906730,455734,913299,609972,239768,660405,56308,42774,96523,93093,13886,74313,1
457556,29,4,2,1,0,7,2,-2,1,-2,770831,522275,372069,148140,986808,658594,98178,1444,22267,14296,24266,79888,0
709438,48,4,3,2,4,-1,-1,6,3,6,-25445,982487,761331,919814,908056,449795,27281,86956,97064,15515,39198,30086,0
875264,73,1,1,1,6,4,1,-1,6,6,559457,74282,920900,42463,-43698,715335,63517,17687,53605,89374,12527,86399,1
585581,35,3,1,1,1,4,8,8,-1,9,161454,48264,636913,817119,773314,762929,10552,36053,46553,27542,53869,63224,0
88781,55,2,3,1,3,1,2,2,-1,7,408869,4677,607605,693750,55894,289941,18962,34816,14443,56264,311,20513,1
201475,39,1,2,2,4,9,3,4,3,-1,377038,39301,383762,219186,31151,231700,85195,98563,60510,31297,35332,66390,1
170196,64,2,1,1,7,9,9,5,8,9,566146,754453,415085,-65559,563912,785610,29571,77932,19624,49469,82124,22279,1
236507,73,4,1,2,0,5,3,8,7,3,-62512,356917,695000,-4052,976138,817829,26647,51155,70604,93922,68877,24596,0
316063,56,4,3,2,2,1,9,7,9,1,768856,352126,296997,835332,883930,142717,40006,64656,88962,30045,71422,21812,0
774121,41,2,3,1,9,4,-2,1,3,7,854292,674824,725974,445365,452191,612735,88047,51401,42413,52690,82249,60529,0
786665,26,4,3,2,-2,1,3,7,9,4,23114,-72380,263362,613138,650334,559271,43600,80629,21084,68191,93334,31912,0
700607,42,4,3,2,3,5,8,-2,0,-1,239571,346113,712706,905970,999328,444303,87342,20816,81183,76564,62604,8473,1
131172,60,1,3,2,2,0,7,4,-1,7,712328,794425,279245,-57194,544005,279917,10726,40055,97021,4502,19302,76883,1
366902,59,2,3,1,4,-1,-2,9,0,-2,191731,373815,789132,947388,334008,182155,88433,70570,55771,32919,5529,90452,0
494963,48,1,3,1,6,7,2,7,9,6,381703,-95767,748564,700235,743794,852004,4375,21713,30027,73441,4833,15587,1
465968,35,2,2,2,8,3,8,8,9,9,229276,112024,497301,470118,532859,346349,92242,94562,85203,20289,91834,65189,1
328717,57,1,2,1,1,4,4,8,1,9,141185,434693,385560,128322,329408,5683,14233,27762,60292,82721,4525,40576,1
69101,47,3,2,2,6,4,5,6,1,6,543674,905772,680872,842156,41070,472605,94541,93331,36637,89193,35753,55806,1
505972,67,3,2,1,3,3,8,-2,4,9,103804,317380,336271,450182,-45668,-75736,58091,27212,43632,3253,13676,67205,1
298790,57,2,1,1,2,8,8,-2,1,6,553953,678098,777012,948088,-26942,717618,42078,14023,95396,30444,69770,33396,1
900617,50,3,2,2,-1,5,2,4,7,2,207648,209981,314901,940468,301228,700221,81170,86780,71538,10855,18199,19771,1
557337,33,1,1,1,-2,9,-1,6,3,9,560557,366819,914700,-57016,291464,1280,50077,52066,51210,77214,52973,24459,1
744965,72,2,1,2,5,3,0,2,3,0,945530,889100,244787,956744,344628,691068,80438,9467,15878,29844,39816,53016,1
370260,52,3,1,1,9,3,9,1,7,3,176192,530566,900272,541217,13038,-28981,65518,80978,55920,71050,43619,17628,1
893811,76,3,3,2,9,0,4,3,0,7,586640,505,597822,798264,724023,970153,96921,45880,65026,680,83436,50446,1
602673,28,2,1,1,3,9,7,6,6,-2,-85932,922236,230739,484640,265374,30362,91207,90136,9316,69473,41722,80586,1
660419,76,3,1,2,4,-1,1,-1,7,7,742978,189952,19633,117440,205281,337266,68181,4793,57368,74230,92379,40014,0
443374,46,3,1,1,3,4,-2,2,2,5,96923,663628,893951,227045,406887,91861,91745,69048,74916,83908,72222,61983,0
730777,43,2,3,1,7,3,0,1,7,7,560692,355041,-62063,311532,403339,-12237,84161,14657,55507,64521,20883,4324,0
557577,32,3,2,2,4,-2,7,0,6,1,787836,-83368,825064,964592,956058,-90621,90700,9541,37210,37797,30896,95040,1
382370,45,3,2,1,6,-1,-1,2,7,-1,808487,845296,436185,103599,418160,713308,19071,26402,78250,34418,50388,36724,0
897225,48,3,1,2,2,-1,6,4,3,8,868325,200291,286693,437941,725043,370464,99529,74689,66731,98423,69555,80746,0
281967,70,3,1,1,-2,-2,-2,8,3,1,771767,770899,263844,93832,846370,-5156,84576,86087,90759,90227,31970,26701,0
201232,68,4,2,2,-2,0,6,0,6,-2,757213,488016,66316,574688,706019,808451,54426,97031,70483,47063,70152,61957,1
314119,62,2,2,2,6,2,7,0,7,7,285666,811269,51704,-79812,991812,956847,96860,58339,82543,76013,44278,96911,0
19540,47,4,2,2,2,1,2,3,2,7,952830,995472,-11586,504633,654330,129178,24376,47846,79316,67478,16676,76960,1
550652,47,4,2,2,8,9,9,2,0,5,707047,317319,14401,599146,658494,763406,68979,73065,56674,54287,56572,56631,1
407827,27,1,1,2,-1,-1,3,0,0,3,942009,993077,498992,-17134,-99748,960739,25050,53204,68735,29963,24100,31148,1
561951,42,4,1,2,0,5,3,-2,-1,-2,561687,134532,128691,975937,515113,24544,31782,69464,76246,72113,45624,32852,1
61991,48,4,1,2,-2,6,9,7,-1,-2,19381,389696,475089,850960,326955,702768,53391,76513,88570,19471,45528,71061,1
198751,24,1,2,2,3,5,3,-1,3,-1,86508,232165,707941,608225,962990,984498,30442,38366,22955,72801,64585,60427,1
376326,61,3,3,1,9,4,6,0,5,4,-93080,398206,779199,381695,435001,608424,27612,53712,22075,28877,33867,37633,1
696337,26,3,2,1,3,7,6,1,8,-1,758455,759700,15258,892437,713729,742062,98850,69695,15735,26405,45417,21320,1
628992,61,4,2,1,0,-1,8,2,5,0,87650,663936,-56525,38178,552723,818024,33709,90909,57565,15221,38079,61879,1
59115,55,1,3,1,0,3,7,7,5,9,369910,424864,274075,263973,179852,955953,65743,61306,68376,58667,56801,52714,1
363151,60,3,3,2,4,8,4,6,7,8,657771,758690,100238,799907,278696,640682,96910,49105,26589,27955,37753,27237,1
753583,46,1,2,2,-2,1,0,1,4,6,183051,670280,680553,203742,772302,882137,11802,92060,64644,82979,48916,7657,1
201962,77,2,3,1,2,2,4,9,-1,-2,657433,774189,759546,-597,126558,602628,5088,16301,9625,10846,65502,79341,1
731747,65,2,3,1,0,6,2,6,7,6,326506,151227,608387,259589,-98671,-1314,48728,25522,82683,55443,28472,61939,0
159143,21,2,3,2,2,6,6,2,8,3,-87054,57978,551639,54995,697985,532978,24139,90197,73092,7840,3231,33162,1
724635,44,2,2,1,8,1,5,0,-1,6,362920,684531,59789,846088,491029,710594,35081,98066,3341,81819,28238,80993,1
999873,28,4,2,2,1,5,7,4,7,9,-55831,321326,-28759,942565,874578,430959,52137,1359,91453,42221,49057,83800,1
546226,72,2,3,1,3,8,9,5,4,7,2730,922889,424350,271448,296701,446673,81419,31363,20823,34451,58994,69456,0
962699,46,2,1,2,9,2,3,6,1,8,357052,886219,-25593,-46877,458132,343433,41966,3893,61397,61701,83559,93355,0
363824,20,1,3,2,6,6,2,6,3,5,900060,753682,266683,471563,886263,54945,94164,87603,45415,76476,10843,69530,0
14000,42,3,3,1,-1,-1,7,3,6,4,431724,712141,80212,818622,640657,668160,90339,79859,39615,73076,54450,88903,1
735948,29,1,2,1,7,1,-1,6,2,7,116187,342744,911612,-31169,55373,840335,13126,24163,96988,39050,64631,33925,0
897474,61,4,1,2,5,0,8,0,7,4,842910,911049,185973,168035,24332,751229,22731,91934,86260,78614,99285,55813,0
365754,71,2,3,1,-1,4,9,-1,1,3,855021,461838,380200,705512,594076,911126,13843,41506,37966,1476,32889,61135,1
261492,44,3,1,1,1,-1,0,2,0,8,469032,926331,541345,914722,233913,878723,98910,58476,96542,76259,52844,76897,1
900123,73,3,2,2,6,0,8,4,4,5,664837,237694,657026,547988,294738,414124,21893,49290,37476,32914,10103,48395,0
509522,22,2,1,1,1,6,8,8,4,6,656329,256552,-75398,507887,83757,85157,14572,27258,24309,38434,85267,4350,1
501072,25,2,2,1,4,5,0,4,4,5,613076,607375,892702,-77342,834897,336047,57603,17681,75492,70526,88721,29254,1
48304,77,4,3,2,8,-1,1,8,2,6,955559,14491,-41470,295365,-34839,951491,40413,57669,16022,6598,15008,82933,1
514999,25,4,2,2,2,3,0,3,7,2,433329,41505,3460,548049,836074,-9434,9503,76021,65181,42913,28097,98018,0
341593,72,2,1,2,-1,0,4,0,5,0,276033,382799,855033,720533,51600,169458,706,40107,21528,58900,38287,60315,0
617274,21,2,1,1,5,9,3,3,8,1,428675,665283,421219,-39487,824071,954971,82351,66264,81003,65368,8885,12975,0
161836,77,2,1,2,8,3,5,-2,-1,1,31844,306038,795586,481069,-64238,153304,1663,15402,49410,75456,90788,22806,1
118940,77,2,3,1,7,2,-1,0,1,6,514130,500480,516339,3705,517798,-46019,1210,77898,8281,4857,23604,79338,1
834926,37,3,1,1,7,7,-1,-1,-2,6,68446,178365,659152,375400,614983,283157,47682,17186,61069,78581,52486,39181,1
275517,42,4,1,1,-1,1,-2,1,3,-2,433567,-38161,942679,295127,432110,267633,58743,93837,63512,8614,93428,82900,0
677521,21,2,1,1,0,9,2,5,3,2,675215,583621,-66691,496662,664965,463287,91954,51806,40745,10497,48144,30580,0
631820,31,2,2,2,7,4,4,0,0,-1,660746,94557,581350,766107,560328,529437,45224,34653,12454,27770,59639,36609,1
889090,41,3,1,1,4,8,6,3,-2,2,718840,735578,130951,904549,713872,361252,89948,10452,36944,10795,32205,42043,1
395777,56,1,2,1,2,7,2,7,9,8,805478,805638,824422,90463,486880,30008,89324,54320,1047,44047,44039,17463,1
634674,39,2,1,1,7,4,8,-2,2,2,860639,389789,156381,765848,308205,812070,69644,76610,78285,43450,45714,68587,1
561638,58,3,2,2,8,1,8,1,9,0,326251,423104,41635,942393,409836,941687,51628,41684,62132,18030,48667,52544,1
627296,43,3,2,2,0,0,-2,2,-2,1,325323,155713,734023,229464,846516,35710,24558,91222,65914,27648,55948,22336,1
890729,67,1,3,2,9,1,0,2,0,4,858112,929401,766898,250985,79108,448407,38451,3081,26202,91124,12324,59027,1
559639,39,4,3,1,-1,-1,5,-2,5,7,704321,18156,16410,369443,617649,145645,72010,24251,95660,34470,53314,71565,1
622956,20,4,2,1,8,1,0,6,7,1,364889,722698,-18560,75127,753864,930545,14471,72929,24765,26400,93768,61033,1
648873,20,4,2,2,3,1,4,2,6,0,724529,69867,480535,344940,2600,985518,30571,93258,44395,16380,8679,53943,0
942809,36,2,3,2,7,9,7,6,0,7,992829,541798,657761,266138,268358,837046,72860,2626,76554,77729,69807,92977,0
347497,78,4,2,1,-2,2,0,4,6,1,-33388,-11218,-6413,357470,282942,649774,80265,19735,90381,73936,9385,33903,1
217869,20,2,3,2,5,-2,-1,2,4,8,355741,989199,17405,512544,800638,86602,10798,99482,18315,33869,96397,32481,1
75953,72,2,3,1,2,-1,9,6,5,-1,-74516,822265,526388,429445,415136,41881,44198,13519,91378,52368,72586,2601,1
853890,71,3,1,2,2,5,7,2,3,-2,-62652,22955,930722,78016,92085,-29651,48966,15630,45163,13044,76003,64254,1
510328,64,4,1,1,-1,5,3,7,2,2,-78094,707607,582128,50160,434617,760302,50887,8530,42084,83762,34815,57674,0
816790,49,4,3,1,4,5,-1,6,7,6,876189,216780,161500,23821,783996,715169,87653,68974,39712,7076,93133,574,1
13267,60,4,3,1,2,2,7,2,5,6,-31996,145803,467269,689062,347925,839379,74073,82971,84140,17829,2773,66004,0
92745,66,2,2,2,5,5,2,-2,9,-2,646188,156868,347544,701769,606728,747185,11137,47211,90927,7610,19993,58542,1
886020,22,2,3,2,2,6,2,4,-1,9,333550,900865,78988,513370,310324,955740,30179,76613,59316,92232,74554,37243,0
834945,65,4,3,1,6,1,2,2,4,-2,47889,581099,113173,340750,54658,919276,43519,11382,69936,12638,63102,41804,1
167164,74,2,1,2,2,1,3,2,-2,5,920462,483290,907007,981366,435990,252896,12426,94080,43921,9542,85735,42968,1
545626,30,2,3,1,0,4,0,3,4,4,720623,-47289,965479,696135,206401,329185,5527,4096,92196,19434,89711,4954,1
141484,43,1,2,2,-1,2,7,3,3,4,-60894,875071,27855,718565,703113,583094,92118,18789,62211,2250,93418,33622,1
541831,41,1,3,2,2,8,2,4,1,6,-27307,133551,522523,40537,245991,326209,24452,31123,83618,73072,84122,22072,0
902323,63,4,1,1,7,7,5,9,0,9,269623,3901,627678,239997,321241,257484,34815,99270,15928,76332,43389,88267,0
961000,64,4,1,2,7,-2,1,5,6,2,787017,484412,98302,2933,203090,747387,79895,51995,18512,2239,88227,33053,0
70692,45,1,1,2,2,5,2,-2,3,5,503949,295183,-14647,390993,602434,745330,70736,18433,94576,77279,95188,89291,1
230156,32,2,1,1,3,1,-2,7,3,4,361398,769815,842876,880736,35325,-87766,69291,92976,72311,24071,27190,41624,1
233992,20,2,3,1,-1,5,-2,8,-2,-1,330143,308454,171151,-14909,34764,503950,21312,68932,527,94199,45437,68504,0
526771,43,3,2,1,2,-1,5,0,2,-1,288500,151054,605747,620303,624819,191373,27639,28787,76226,62642,65282,78822,0
840857,29,4,2,1,-2,9,-1,3,9,1,933140,329581,-52861,831429,280251,751459,28299,75069,91730,22029,64862,35534,0
573044,54,4,2,2,0,9,7,-2,4,-2,903197,180705,712570,63110,153609,279385,51429,4230,3580,63690,8060,6141,1
553176,43,4,3,2,0,1,7,2,1,7,908309,612382,33348,290955,963192,464652,85940,17403,48658,58402,97770,8523,0
701095,47,3,3,1,0,-1,4,2,9,2,421809,541125,439262,736272,220781,414867,88299,59015,79314,60805,75921,12863,1
843727,55,3,3,2,0,2,4,7,-1,2,904980,967285,118208,504988,388861,404028,92239,3760,89741,67643,37616,51786,1
124352,35,2,2,1,5,7,8,6,6,-2,820909,765068,164796,913744,475832,382196,69155,69743,36011,55134,50226,94060,1
879474,59,1,3,1,-2,7,6,8,3,2,155571,145510,133219,928719,447339,766259,83970,7259,48570,30639,97699,47699,1
95999,35,1,3,1,3,5,-2,-1,6,1,133811,273731,434647,-1878,-31832,-71263,71463,22439,81366,19161,72956,61150,1
27955,78,1,1,2,3,8,-1,4,5,9,386597,573540,580513,17471,-22381,593071,89978,77208,37132,58185,79673,45124,1
834273,36,2,1,2,-2,4,-2,6,-2,7,130757,144977,-64121,819828,517797,11490,3140,5823,82664,72150,26970,74757,1
80640,70,1,2,2,-2,8,-2,5,-1,8,585556,79860,157908,849322,147916,998264,70431,74605,14044,27059,17892,61218,1
206582,73,3,1,1,0,2,8,-2,-1,2,371109,960216,197466,-65541,373115,185642,29456,77462,84535,21614,21059,3947,1
962415,34,3,1,1,5,8,1,-2,-1,1,734520,350812,731696,52543,478857,956088,98119,21434,41534,9956,71040,98093,0
986535,35,4,1,2,3,4,5,9,1,6,266389,16545,965950,474297,203827,-15811,95426,8344,35518,39724,49325,93519,0
754086,34,1,3,2,1,2,7,-1,4,6,691428,910961,116441,528996,548433,-29471,61664,33952,50698,39042,3011,18886,1
410573,76,3,1,2,2,4,5,-2,4,0,720801,919110,910184,960332,339573,236071,51638,98912,74172,84847,33496,47164,1
435695,53,4,1,2,7,1,9,5,-2,0,369087,828452,897092,831066,719378,628939,1079,66924,4721,83045,61586,41651,1
71476,30,1,1,1,0,1,9,4,5,0,160719,615528,134525,554640,-92490,924190,76079,95373,45128,89524,60202,73776,1
316955,20,1,3,2,8,7,8,3,1,4,858588,781293,323516,756912,363051,300753,95784,51328,44610,82787,57110,77467,1
177280,34,3,2,2,8,1,6,-1,5,-2,17104,38819,162614,98666,120078,-30436,38786,77563,4636,59949,33824,73227,0
685510,45,4,3,1,3,8,-1,8,7,1,547059,738336,709292,843912,499904,339181,69655,75830,73938,63700,18064,49077,1
605468,70,4,3,2,3,5,4,6,6,6,760352,-74105,62933,676249,94982,153315,21610,41318,77059,31027,76986,87583,0
708646,23,3,1,2,3,-2,9,-2,4,9,138055,46069,222980,407388,187096,970897,31385,59543,59514,89074,38944,57361,1
647144,62,3,2,2,6,7,1,-2,0,5,198591,749934,983851,235765,656163,155148,31946,98443,72231,9903,67786,81741,1
864882,24,3,1,1,7,2,0,-1,9,0,692009,566520,633100,42943,704719,976064,93466,95756,85374,32689,32421,25457,1
424568,54,1,1,1,8,9,9,4,0,5,690774,135698,681137,935529,759207,223582,93476,66755,37007,46983,67878,85701,1
196141,32,3,2,2,5,7,1,7,2,3,955689,170992,210522,303451,561749,353590,19274,16289,74814,6829,48070,1884,1
908320,29,3,2,1,3,-1,1,9,4,7,159736,-27939,746786,697285,411508,647986,7933,70885,92440,83824,75284,72613,1
644736,30,2,3,2,-1,7,0,-2,9,8,151868,485774,736816,417298,400015,849567,16187,45978,16674,41229,57607,93504,1
548685,37,3,2,2,1,1,6,0,4,0,993515,-95223,980073,108657,430865,138330,85701,86623,22501,20525,28435,95584,0
969059,53,3,3,1,3,2,5,7,6,9,456964,6033,783478,697900,963728,512242,87792,30058,3189,1169,21826,79259,1
188031,58,1,3,2,6,5,9,5,-2,6,732242,165181,13949,449060,9003,584060,2754,69082,87813,9781,96280,33187,1
928232,60,4,1,1,8,-1,7,9,0,7,569801,31650,337367,222228,392733,956818,56227,87226,24844,78849,33196,87210,1
978021,61,1,1,1,-1,-1,9,4,-2,4,118632,430661,349340,829325,593831,554243,18915,66810,6088,34663,84014,10479,1
129180,69,2,1,1,3,-1,9,5,3,5,910301,639859,293629,733944,906852,975440,21710,68288,85180,44136,59971,71193,1
76234,42,3,2,2,7,5,-1,9,9,7,363938,829942,764456,429219,3912,521751,79857,58507,51604,30336,35147,79002,1
574242,26,3,2,2,8,9,0,3,7,8,-61979,259339,323279,56206,435880,717864,74144,60934,94020,27253,55427,31315,1
188352,78,3,3,2,7,0,7,5,4,-1,608033,695848,924025,436,921096,653630,90656,43878,1028,577,79337,15679,1
89459,58,3,3,2,7,2,4,2,-1,0,60992,-9978,686811,665672,-51815,75526,75780,46013,36994,20110,38380,99476,0
419995,22,3,3,1,4,-1,2,6,6,4,870381,292852,931504,456490,968743,508486,2162,12287,31407,28131,88812,78658,0
205004,31,3,2,2,5,3,-2,7,9,-1,378035,625457,56577,380026,435809,63392,69634,8134,60115,33955,3318,51405,1
476152,26,2,3,2,6,7,-2,8,2,3,260897,715748,288685,255631,847956,451969,23530,18866,14153,77786,21949,45606,1
951970,68,3,3,1,2,3,9,-2,0,4,533734,857884,308833,-51132,748981,774013,55070,54223,66860,78000,75125,8250,1
964443,45,3,2,1,6,-1,5,4,4,8,-99690,-71098,703631,450058,163038,15434,86171,3547,36516,94160,20494,31376,0
735256,52,3,1,2,6,1,3,3,4,8,45611,479065,107429,251944,7636,433187,26164,76850,45090,2855,9093,46809,0
962774,56,2,2,1,8,8,1,5,-2,3,-49346,74809,321367,381769,346429,740661,16060,42033,47182,74695,22368,17340,1
69163,67,3,3,2,4,-1,0,-1,3,2,80737,646703,953128,327184,380663,869528,8263,52663,15406,3059,70918,79292,0
485853,34,2,1,2,-1,7,6,-2,0,6,441022,430043,48375,570635,359354,565649,52895,66665,55523,61653,96002,9274,1
61934,21,1,2,1,5,1,6,-2,4,0,209331,653730,177834,359141,991872,32579,27190,68735,48893,28503,47213,3848,1
730255,60,3,1,1,9,8,9,-1,2,2,718532,615632,460743,383910,815369,-96424,58894,49288,57852,73699,29346,44959,1
435523,26,4,1,2,2,4,1,2,1,2,173530,-75544,872864,258613,763129,667481,21582,15080,62294,58687,56388,20449,1
850530,51,2,3,2,8,2,8,4,7,5,591872,-4419,416942,587736,666479,443550,95261,932,26757,72398,58803,35719,1
464137,23,1,2,2,5,7,5,6,4,5,517632,372507,820313,883381,-82662,-12173,55015,52437,67784,47526,80013,49248,0
15486,39,2,3,2,-1,1,1,1,4,-2,471108,446361,-39224,558635,552167,537288,12223,21041,80748,10078,573,34051,1
149407,69,2,2,2,4,7,5,6,5,3,761755,774238,-56617,587900,853478,67080,85284,47307,43992,51120,17066,67821,0
883332,72,1,2,1,2,7,4,8,2,9,713433,731372,167181,873532,481012,247694,48487,23878,85032,59132,11526,23913,1
660308,55,3,2,2,1,0,9,0,1,3,-78966,813172,-14443,155304,880369,741221,90872,54251,39541,95062,26727,60287,1
637083,51,3,1,1,7,3,3,9,-2,8,872004,72415,676591,983625,-32719,765373,54570,53721,35088,39246,8364,78351,1
230184,47,2,1,1,3,-1,4,3,1,7,183835,263952,152859,-88391,919655,423992,31669,16548,4313,51516,49316,45142,1
676490,32,1,3,1,2,1,3,6,8,-1,985348,525991,111690,869914,605371,549324,4998,59258,13449,10610,85663,29424,1
359652,20,3,2,2,3,9,8,8,7,2,898773,288909,216096,384188,853189,-62699,76504,24005,30149,23828,91177,61966,1
771315,79,2,2,2,6,5,9,-2,-2,3,210731,357520,641269,980780,961761,-85380,73773,65882,74199,82122,81028,86411,1
652612,75,4,1,1,-2,-1,3,9,4,0,180713,837460,-27551,881356,1651,891826,50126,73114,14462,37292,35337,90428,0
332710,54,1,2,1,8,6,4,1,3,-2,229989,863133,-94576,148175,179245,-16133,85705,96545,53991,46382,43510,68366,1
207775,67,4,3,1,-2,-1,1,2,4,6,701047,344791,442604,501903,923931,176537,42905,47715,17871,92420,4745,57514,1
299336,49,4,2,1,3,5,9,8,5,-1,-41069,577566,622452,964931,144254,561049,34708,93244,80574,231,28433,72062,0
797494,73,2,2,1,-1,5,2,3,3,1,220593,55090,-17497,967227,844808,24045,43579,46966,31788,75957,44115,65522,1
618364,55,1,1,2,5,4,6,8,-1,6,322316,25196,747491,412756,76089,245978,48828,4828,94731,83951,22858,67829,1
99780,76,3,2,1,4,7,-1,5,-1,6,152409,545289,-79150,277474,914798,-5398,73737,52181,78640,31232,50150,32951,1
162617,74,3,3,2,3,3,6,9,6,5,939642,4622,761034,248668,219653,845000,30666,17094,98689,5730,15658,46227,1
555977,44,2,3,1,1,-2,2,-1,3,1,478316,701988,548707,236027,467502,672558,7598,28728,13819,63390,77914,86666,1
807606,35,3,3,1,6,-1,7,3,3,-2,990506,889402,880260,-2420,698187,644696,40019,33736,45653,9698,70709,17784,1
360605,77,3,3,2,4,4,-2,4,-2,8,613290,-229,627439,104629,534722,321707,72801,5649,43152,23498,46011,66761,1
922606,38,4,1,2,4,8,8,3,5,8,741874,163612,472251,825098,252976,965410,10918,14347,72122,78367,4746,23933,0
899465,20,4,2,1,2,1,4,1,8,4,736301,213913,327702,761600,371155,289527,60051,49618,6406,76707,91557,64458,1
543636,24,1,1,2,-2,6,2,3,5,-1,-65940,268198,662315,51409,-90818,37492,85233,34786,84243,97546,52661,30712,0
951218,70,4,3,2,-1,0,0,1,1,5,437862,762587,441723,960602,872481,426577,14540,85954,22755,53477,92108,99065,1
48102,41,3,2,1,5,1,0,6,4,7,184983,165021,995290,300620,987492,240146,93782,87039,5237,95614,11849,43262,0
84460,43,1,1,1,8,0,-2,-2,6,7,977191,276380,797396,597988,502881,356692,95117,55839,49104,7326,42318,32443,1
374778,62,1,2,1,2,4,4,9,8,8,985202,139276,176724,304711,980281,-66959,64411,31681,25531,82410,22551,55325,1
99930,64,2,3,2,-1,-1,-1,6,-2,-1,-5375,853370,696525,920865,984452,203592,72809,13321,50017,89079,74465,7668,1
541089,71,4,3,1,9,7,5,8,9,7,667203,402740,267202,-40477,585895,379981,44647,41272,95945,63156,88654,71993,1
637438,56,1,2,1,2,9,1,1,2,0,761374,980404,959396,315762,316841,875866,82435,15970,70460,31767,97966,82297,0
737627,72,3,2,2,5,9,1,0,5,3,176549,127374,-52868,912385,198490,604745,78049,29322,3820,62566,16298,5166,1
189208,55,1,3,1,1,-1,8,8,4,1,66650,724090,743280,83485,168386,32148,31727,99407,2668,61186,89829,57726,0
164697,55,1,1,2,0,-1,2,2,7,-1,832598,686418,894059,758053,135671,300153,48161,6013,71398,21468,82919,31227,1
223945,23,2,3,2,2,9,6,0,1,-2,114833,652175,571843,976454,589175,308937,75131,64497,29712,42201,48074,19578,0
241915,55,3,2,1,4,1,4,-2,0,0,466080,847071,218367,408497,691811,256940,68562,94372,25364,27155,73543,10863,1
737952,71,3,1,2,-1,5,0,5,-2,1,816509,909137,834855,881229,249581,925099,409,22110,48938,64719,57093,32626,0
218124,72,4,3,2,-2,5,1,6,0,6,437678,5412,976490,793713,819395,441003,6538,81690,11732,84140,28813,85881,1
447477,37,3,2,1,8,5,6,3,-1,6,169128,570608,735997,851917,385259,480989,94365,46239,30301,73788,6037,57942,1
535830,69,1,2,2,2,5,-2,-1,2,2,896598,722187,826737,359398,560101,918215,37777,81007,9600,31250,89327,40395,0
293821,35,3,2,1,4,4,5,3,-2,9,696818,583296,60614,722574,32634,999796,15773,45087,70249,78388,23744,94201,1
187804,60,3,1,1,5,3,5,3,1,2,-70744,330986,5406,867757,843373,857111,78353,3527,36874,1567,8053,61082,1
715703,37,1,1,1,8,9,4,3,5,4,710552,-85500,-58386,95065,881611,932258,42169,25858,98550,60678,47208,44737,0
49081,41,2,1,1,5,4,3,7,6,5,542611,92999,11921,150531,403315,551197,46657,74495,52382,64732,64335,38266,0
728216,21,4,1,1,7,2,4,8,-2,0,-89392,970666,286275,874480,623330,515991,45076,55798,23258,13881,85393,46361,1
