age,gender,driving_experience,car_age,car_value,car_category,annual_mileage,traffic_violations,previous_accidents,urban_driving_percent,night_driving_percent,credit_score,married,children,has_garage,education_level,income_level,claim_occurred,claim_amount
52,female,15,0,83311,truck,48085,1,0,14,44,583,0,2,0,bachelors,185082,0,0.0
18,male,40,5,12549,sedan,27965,0,0,25,31,446,1,0,0,phd,142273,0,0.0
38,male,17,4,57494,sedan,10145,0,0,79,71,739,1,0,1,high_school,143467,1,3629.4016096651535
65,male,21,12,92973,sports,48125,1,0,39,79,703,1,0,1,masters,142169,0,0.0
72,female,1,17,28958,SUV,43585,0,0,97,96,483,0,0,0,phd,87150,0,0.0
23,male,20,11,94779,sedan,35638,1,0,60,74,846,0,0,0,high_school,156403,0,0.0
45,male,35,6,99520,sedan,21645,1,0,80,31,508,0,1,1,masters,118541,0,0.0
34,female,43,14,42538,sedan,19408,0,0,15,7,381,0,1,1,masters,72825,0,0.0
22,female,38,2,10833,sports,13521,0,0,97,95,562,0,0,1,phd,39344,0,0.0
48,male,46,15,28386,sports,22878,2,0,92,84,338,1,0,0,high_school,70492,0,0.0
22,male,38,0,76778,SUV,39221,0,0,17,88,585,1,1,1,high_school,59543,0,0.0
55,female,28,15,99240,sedan,35595,0,1,74,19,322,1,0,0,bachelors,157226,0,0.0
20,female,25,11,29832,sedan,22086,1,1,75,64,773,0,0,0,bachelors,178096,0,0.0
70,female,20,18,82857,SUV,17923,1,0,1,20,602,1,0,1,phd,198378,0,0.0
40,female,16,7,43930,SUV,17225,0,0,53,6,505,0,3,1,high_school,94584,0,0.0
54,female,15,11,37407,SUV,8202,0,0,17,88,731,0,1,0,masters,23811,0,0.0
70,female,30,14,9073,truck,31139,1,0,53,8,394,1,1,1,phd,190414,0,0.0
54,female,8,1,22667,SUV,32974,0,0,37,85,774,0,0,0,bachelors,135422,0,0.0
27,male,30,16,21035,sports,27941,0,0,96,1,675,1,2,0,phd,139196,0,0.0
27,female,13,6,11732,truck,38206,0,0,72,18,436,0,2,1,high_school,43070,0,0.0
36,female,48,12,60097,SUV,20885,0,1,14,59,450,0,2,1,phd,178024,0,0.0
34,male,36,0,8487,sports,45907,1,0,63,69,501,1,0,0,bachelors,34895,0,0.0
38,female,1,5,62702,SUV,12218,1,1,91,58,549,0,1,0,high_school,79522,0,0.0
31,female,47,12,99961,SUV,46692,2,0,7,68,373,1,2,0,masters,103715,0,0.0
26,male,45,10,90107,truck,29750,1,1,45,44,621,1,0,0,bachelors,178994,0,0.0
63,female,13,9,34075,sports,32612,1,0,99,61,848,1,0,1,bachelors,87496,0,0.0
18,male,32,15,76031,sedan,7716,0,0,38,9,465,1,2,0,bachelors,118965,0,0.0
68,male,34,19,89217,SUV,17088,1,0,51,64,300,1,2,1,phd,163730,0,0.0
62,male,38,16,19781,truck,32001,1,0,7,25,637,1,3,1,bachelors,86553,0,0.0
30,male,46,16,44865,sports,40586,1,0,49,89,590,1,0,0,phd,62371,0,0.0
21,female,19,3,13469,SUV,23584,1,0,49,59,370,1,1,0,phd,96780,0,0.0
79,male,1,4,50167,sedan,5286,0,0,82,17,407,1,1,1,high_school,94036,1,1934.923637531516
18,male,40,13,86738,sports,5739,0,1,67,58,789,0,0,1,high_school,194258,0,0.0
66,female,18,19,24928,sports,31158,0,1,26,20,480,0,1,0,bachelors,104173,0,0.0
57,male,36,9,81521,truck,35857,0,0,76,45,324,0,0,0,phd,118308,0,0.0
49,male,17,13,44599,SUV,6605,0,1,37,11,450,1,0,0,masters,72529,0,0.0
51,male,15,0,21775,SUV,40590,1,0,20,77,564,0,0,1,phd,192346,0,0.0
45,male,3,10,71504,sports,4321,0,0,89,31,502,0,1,1,high_school,52604,1,5809.893078090639
48,female,11,17,80918,SUV,45541,0,0,44,38,774,0,2,0,high_school,53684,0,0.0
25,male,28,15,75687,sports,34984,0,1,57,98,519,1,2,1,phd,104814,0,0.0
56,female,6,17,31804,sedan,38653,1,0,22,80,381,0,0,1,phd,103606,0,0.0
43,female,13,7,37259,truck,13170,0,0,53,54,463,1,2,0,phd,198306,0,0.0
75,male,11,9,91284,SUV,9933,0,0,29,54,568,0,1,1,masters,180992,0,0.0
51,male,34,9,90227,SUV,23692,0,2,94,9,482,1,0,1,phd,73239,0,0.0
71,male,4,4,48560,truck,32474,0,0,94,34,479,1,0,0,bachelors,55121,0,0.0
71,male,16,9,32256,sedan,10906,0,0,15,79,771,0,3,0,bachelors,110421,0,0.0
20,female,41,17,11125,sedan,46004,1,1,51,5,410,1,3,0,high_school,196015,0,0.0
76,female,31,5,9370,sedan,24814,0,1,40,67,344,1,0,1,masters,158024,0,0.0
67,female,9,2,9838,sedan,36565,1,1,70,61,849,0,2,1,masters,147413,0,0.0
29,male,42,7,62429,sedan,1818,1,0,80,8,831,0,4,1,high_school,24617,0,0.0
18,female,16,8,8134,sports,9434,1,0,23,28,730,1,1,0,bachelors,187029,0,0.0
71,male,4,4,48199,SUV,31571,0,1,19,70,657,1,1,0,bachelors,99021,1,2808.228545555782
61,male,44,1,82092,SUV,41694,1,0,26,79,358,0,1,1,masters,127915,0,0.0
22,male,41,1,38822,SUV,29890,1,0,1,5,523,1,0,1,phd,93957,0,0.0
47,male,8,6,98513,sports,46485,0,2,59,43,488,0,0,1,phd,26300,0,0.0
47,male,48,16,25113,truck,13069,0,0,50,63,358,1,1,1,masters,118637,0,0.0
76,female,32,9,68594,sedan,33780,0,0,0,66,307,1,1,0,masters,84199,0,0.0
74,female,35,11,7669,truck,39662,0,1,97,43,783,0,3,0,masters,78672,0,0.0
34,male,35,1,54427,sedan,24434,0,0,90,77,705,0,4,0,masters,100615,0,0.0
65,female,17,9,86617,sedan,8392,1,0,5,13,771,1,2,1,masters,92656,0,0.0
64,male,8,19,17938,truck,17102,0,0,37,8,320,1,0,0,masters,94026,0,0.0
40,male,28,0,10717,SUV,34457,1,0,53,99,683,0,0,0,masters,113798,0,0.0
32,male,49,3,82818,sports,23262,0,0,59,22,711,1,0,1,masters,183158,0,0.0
54,female,13,12,52659,truck,12932,0,0,26,56,604,0,1,1,phd,142374,0,0.0
38,male,24,11,69575,SUV,12766,0,1,79,56,609,0,2,1,high_school,134315,0,0.0
31,male,14,10,84737,sedan,23711,0,0,61,14,530,0,1,0,bachelors,174319,0,0.0
19,female,5,9,21289,SUV,14292,1,0,62,63,535,0,0,0,high_school,164060,0,0.0
28,female,41,14,29406,sedan,21687,0,0,98,6,345,0,0,0,high_school,114850,0,0.0
68,female,28,4,17873,sedan,48631,0,1,90,19,521,0,0,0,masters,43402,0,0.0
56,male,14,16,87048,SUV,26899,0,0,34,63,455,1,1,1,masters,165863,0,0.0
55,male,28,4,99463,sedan,8408,0,1,57,18,394,0,2,1,masters,32967,0,0.0
77,female,3,1,28461,sports,11694,0,0,60,5,382,1,0,0,high_school,126763,0,0.0
51,male,17,8,25710,SUV,41910,0,0,35,50,544,1,2,0,phd,145598,0,0.0
55,female,49,5,90488,truck,35533,0,1,91,38,309,0,0,1,masters,135362,0,0.0
67,female,48,17,18448,sedan,16237,1,2,55,64,388,0,0,0,masters,163699,0,0.0
51,male,43,13,20198,sedan,6778,0,0,66,70,625,1,0,0,bachelors,75105,0,0.0
35,male,38,18,78158,sports,36059,1,0,56,98,585,1,0,1,phd,118095,0,0.0
47,female,15,13,72938,sports,27561,1,1,40,24,514,0,2,0,masters,58804,0,0.0
32,female,10,7,55799,truck,5866,0,0,30,22,371,1,0,0,phd,198034,0,0.0
44,female,13,16,99003,sedan,9429,0,2,2,88,507,1,3,1,bachelors,129107,1,2176.528431329983
68,female,2,2,39961,truck,44352,2,1,37,57,438,0,0,0,high_school,146258,0,0.0
51,male,49,9,48007,truck,45515,0,0,52,10,678,0,3,0,bachelors,111616,0,0.0
69,female,41,16,70470,sedan,23837,0,0,51,33,701,1,1,0,phd,59724,0,0.0
74,female,37,10,57256,truck,35075,1,1,23,30,822,1,1,1,masters,113997,0,0.0
55,female,44,7,25739,truck,35853,1,0,25,37,639,0,1,0,masters,55616,0,0.0
50,male,41,0,89054,sports,27395,1,0,91,45,475,0,2,0,bachelors,101699,0,0.0
41,male,17,12,63186,sports,17415,0,1,72,11,656,0,1,0,bachelors,84901,0,0.0
32,female,19,3,31547,truck,32986,1,0,36,8,677,1,0,0,phd,196755,0,0.0
77,male,47,6,99472,sedan,25104,0,0,90,12,615,1,1,0,phd,130484,0,0.0
47,male,24,13,90823,sports,1291,0,0,47,63,374,0,0,0,phd,147781,0,0.0
72,male,37,4,56431,truck,4686,2,0,66,19,398,1,0,0,masters,166480,0,0.0
59,female,12,10,30476,SUV,46347,0,1,40,58,564,1,2,1,bachelors,94812,0,0.0
68,female,3,16,83411,SUV,2642,0,1,48,84,382,1,0,0,phd,162923,0,0.0
34,male,13,4,15686,truck,32477,1,0,27,21,527,0,2,0,bachelors,136881,0,0.0
22,female,32,19,22536,SUV,25150,0,0,31,64,430,1,0,1,masters,104669,0,0.0
46,female,27,2,39062,sports,9769,0,0,98,59,309,0,0,1,high_school,21029,0,0.0
21,male,36,4,53216,sedan,30833,0,1,70,40,844,1,1,0,phd,129772,0,0.0
27,male,7,14,30041,truck,4909,1,0,70,80,543,0,0,1,high_school,143742,0,0.0
73,female,43,18,36653,sports,33078,0,0,84,44,525,0,0,0,masters,144153,0,0.0
34,male,33,15,26673,sedan,13268,0,0,31,3,527,0,1,0,bachelors,158584,0,0.0
27,female,43,7,15367,SUV,11844,1,0,37,69,544,1,2,1,high_school,122831,0,0.0
34,female,4,12,24629,SUV,9638,0,0,19,44,743,0,2,1,bachelors,124791,0,0.0
77,male,4,15,93636,SUV,38141,0,1,7,57,760,1,3,0,phd,196906,0,0.0
37,female,30,2,77190,SUV,12233,1,0,67,82,681,1,1,1,phd,119744,0,0.0
41,female,44,0,30063,sports,31496,0,0,25,93,491,1,0,1,masters,163892,0,0.0
22,male,8,8,24322,sports,18806,0,1,78,22,821,1,4,1,phd,63007,0,0.0
51,male,41,8,89546,sedan,41326,0,0,69,31,457,1,1,1,bachelors,77239,0,0.0
23,male,31,16,17693,truck,14271,1,0,47,62,555,0,2,1,phd,63184,0,0.0
70,female,32,1,14241,sedan,40513,1,0,95,92,846,0,0,1,high_school,152843,0,0.0
19,male,2,8,34778,truck,20465,0,0,68,7,805,1,2,1,bachelors,190867,1,5758.0890205836295
30,male,29,18,17651,SUV,40502,0,2,45,84,466,0,0,0,phd,92147,0,0.0
79,male,49,12,30966,SUV,14860,1,0,57,80,321,1,2,0,high_school,145422,0,0.0
60,male,11,4,14275,SUV,9250,1,0,69,80,366,0,1,0,bachelors,177534,0,0.0
60,female,28,8,50606,SUV,42418,0,1,66,84,316,1,3,1,high_school,193019,1,961.5533305533309
65,female,2,12,6658,sports,22310,2,1,28,78,554,0,0,0,bachelors,41621,0,0.0
28,male,25,0,99499,sedan,28982,1,0,82,90,487,1,0,0,high_school,156997,0,0.0
68,female,29,14,77468,truck,33206,0,0,9,24,627,1,1,0,high_school,154532,0,0.0
64,male,8,3,19248,truck,10764,0,0,70,32,679,0,2,1,phd,118216,0,0.0
74,male,25,3,29437,sports,44661,0,0,64,65,645,1,2,1,masters,74689,0,0.0
40,female,1,19,44727,SUV,13842,0,0,64,15,539,0,2,1,phd,48873,0,0.0
72,female,2,9,23201,sedan,38491,0,0,16,54,772,0,2,1,bachelors,57727,0,0.0
33,male,45,5,46150,SUV,45372,2,0,21,35,606,0,0,1,high_school,113118,0,0.0
48,male,3,11,94891,sports,25043,1,1,99,71,475,0,2,1,bachelors,161347,0,0.0
28,female,24,19,19999,truck,38971,0,0,13,79,612,1,0,0,phd,143939,0,0.0
71,male,12,15,11376,sports,3976,1,1,5,6,843,1,2,1,bachelors,140204,0,0.0
33,female,38,2,56673,truck,8426,1,1,29,68,634,1,2,0,phd,107269,0,0.0
25,male,43,13,8476,sedan,23887,0,0,46,86,678,1,1,1,phd,131061,0,0.0
21,male,34,0,74902,truck,27710,0,0,96,7,839,1,0,1,masters,150053,0,0.0
57,female,22,9,96269,sedan,42387,2,2,19,2,632,0,1,0,phd,176106,0,0.0
21,female,8,14,82994,SUV,48470,0,2,15,34,439,0,1,1,high_school,148393,1,5389.882888009438
73,female,1,6,67878,SUV,7486,0,0,67,35,584,1,0,0,phd,148145,0,0.0
42,female,40,3,25615,sports,40258,1,0,33,99,642,1,0,0,phd,124799,0,0.0
20,female,43,13,16164,sedan,47882,0,0,0,78,568,0,0,0,high_school,42184,0,0.0
49,female,30,15,44316,SUV,23623,1,0,76,29,485,1,2,0,phd,55886,0,0.0
20,female,43,13,73560,sedan,24806,0,0,47,14,409,1,1,0,bachelors,37943,0,0.0
44,male,46,2,34559,SUV,6973,1,0,7,92,334,0,1,0,masters,61069,0,0.0
46,male,1,16,67968,SUV,47215,1,0,21,67,521,1,0,1,high_school,104943,0,0.0
49,male,31,13,71800,truck,49626,0,0,67,97,813,0,0,1,high_school,183420,0,0.0
67,female,17,17,14047,sports,46939,1,0,33,86,398,0,1,0,bachelors,48888,0,0.0
78,female,12,2,49985,truck,30157,0,0,59,57,309,0,2,1,high_school,132743,0,0.0
75,female,45,18,77123,sedan,6521,2,0,44,98,508,1,1,1,bachelors,147655,0,0.0
68,male,4,2,11577,SUV,13891,1,1,36,27,337,1,1,0,high_school,25676,0,0.0
36,female,41,11,88171,sports,17795,0,0,22,94,393,1,0,0,phd,146290,0,0.0
38,female,43,4,8870,SUV,23474,0,0,83,41,532,1,1,0,high_school,183584,0,0.0
22,male,9,9,39094,SUV,27507,0,0,23,96,462,0,1,0,masters,92731,0,0.0
35,female,42,8,60329,truck,11687,2,0,90,17,541,1,2,0,high_school,23586,0,0.0
45,male,24,0,14217,sedan,34014,0,0,12,4,397,1,1,0,high_school,50117,1,2355.1102944741224
59,male,33,12,88138,sports,12009,0,0,68,8,682,1,0,0,masters,148729,0,0.0
78,female,36,2,71141,sports,24226,0,0,79,83,588,0,2,0,high_school,153931,0,0.0
39,female,29,18,27343,sports,23948,0,0,59,8,440,0,2,0,bachelors,54045,0,0.0
38,female,6,10,55822,sedan,35939,0,0,37,17,502,0,0,0,bachelors,41380,0,0.0
23,male,5,15,18003,sports,45291,0,0,47,55,787,0,0,1,masters,31503,0,0.0
18,male,2,5,64538,sedan,49296,0,0,92,14,703,1,2,0,phd,195238,0,0.0
22,male,12,2,37089,sports,49044,0,1,25,78,716,0,0,1,high_school,62461,0,0.0
58,female,2,18,58595,SUV,41225,0,0,85,77,605,0,1,0,masters,128897,0,0.0
29,female,25,5,88197,sedan,23102,0,0,87,61,436,1,4,1,masters,98190,0,0.0
43,female,23,7,87318,truck,35828,1,1,76,34,429,0,1,1,high_school,126040,0,0.0
63,female,5,12,35029,sports,37102,0,0,84,39,415,0,0,1,phd,104052,0,0.0
51,male,42,11,84023,truck,46855,2,0,0,50,437,1,0,0,high_school,182972,0,0.0
66,male,48,9,56324,sedan,34712,0,0,3,59,714,0,0,0,high_school,180080,0,0.0
31,male,41,2,56962,SUV,27823,0,0,66,99,460,1,1,0,masters,123331,0,0.0
43,male,11,3,44042,truck,6361,2,1,86,55,547,0,3,1,phd,190919,1,2291.337638367246
62,female,48,0,92601,truck,26838,0,1,79,83,433,1,1,0,masters,183425,0,0.0
44,female,35,12,81380,SUV,15638,0,1,12,74,825,1,0,0,phd,105684,0,0.0
26,female,1,3,89859,SUV,39052,0,0,38,40,570,1,2,1,phd,65711,0,0.0
43,male,10,10,95933,sedan,24265,1,1,30,53,524,0,0,1,masters,196619,0,0.0
74,male,38,18,50957,sports,25751,1,1,23,16,420,1,0,0,phd,185000,0,0.0
64,female,33,10,87864,truck,43012,1,1,78,24,762,1,1,0,high_school,84514,0,0.0
74,female,25,11,48739,truck,11916,0,1,4,92,539,0,1,1,masters,101942,0,0.0
39,male,17,10,43733,sedan,10509,0,0,48,86,320,1,1,0,masters,145068,0,0.0
64,female,20,5,50389,sports,46532,1,0,85,8,747,1,1,0,high_school,195141,0,0.0
73,male,35,11,34715,sedan,32102,0,1,85,55,628,1,1,1,phd,106237,0,0.0
47,male,39,8,44116,truck,48659,1,0,10,88,747,1,3,1,phd,125881,0,0.0
60,male,45,9,61922,truck,25324,3,0,23,22,554,0,0,0,phd,136639,0,0.0
65,female,43,2,61251,SUV,15003,0,0,44,1,461,1,2,0,high_school,177715,0,0.0
78,female,21,2,66794,SUV,28943,1,0,73,44,602,1,0,1,masters,92805,0,0.0
34,male,29,19,22580,sports,43634,0,1,33,64,487,1,1,1,bachelors,55896,0,0.0
43,female,49,15,5823,truck,34101,1,0,10,37,329,0,1,0,masters,30156,0,0.0
53,male,42,2,97008,truck,30943,2,1,56,5,735,0,1,0,bachelors,153797,0,0.0
18,male,29,9,12084,SUV,10456,0,0,28,47,614,1,2,1,masters,142691,0,0.0
25,male,7,10,82991,sedan,12369,0,1,21,43,687,1,1,0,bachelors,117753,0,0.0
66,male,33,7,15607,sedan,20329,0,0,32,78,779,0,2,1,high_school,194196,0,0.0
52,female,46,5,87455,truck,14218,0,0,71,6,434,1,0,0,phd,172713,0,0.0
78,male,8,19,89930,truck,22164,0,0,48,65,337,0,0,1,high_school,171872,0,0.0
69,male,19,10,81355,sports,38424,0,0,95,61,587,1,3,1,phd,38699,0,0.0
32,female,39,11,16969,sports,13410,0,1,22,29,368,0,0,1,masters,157981,0,0.0
64,male,24,15,68059,SUV,30730,0,0,68,92,366,1,3,1,high_school,168437,0,0.0
73,male,18,17,22333,truck,3665,1,1,94,75,491,1,0,1,masters,30559,0,0.0
39,female,4,12,82236,sedan,40899,0,0,28,51,419,0,1,1,phd,85208,0,0.0
31,female,10,2,41668,sports,38703,1,1,5,97,700,1,1,0,masters,156796,0,0.0
43,female,14,14,16945,SUV,1415,0,2,51,93,699,0,1,1,high_school,113714,0,0.0
45,male,7,13,51526,SUV,34475,1,1,88,35,822,1,1,0,bachelors,115956,0,0.0
40,female,18,17,52717,sedan,25172,0,1,88,34,313,1,0,0,phd,37745,0,0.0
31,female,22,13,64426,sports,3684,2,0,94,65,845,0,0,1,masters,37128,0,0.0
41,male,26,4,89166,sedan,8494,1,0,13,49,768,0,2,1,bachelors,58935,1,1191.8679322230066
19,male,39,13,95480,SUV,20750,1,0,16,2,453,0,2,0,bachelors,154425,0,0.0
62,male,31,7,93896,truck,20887,0,1,79,75,469,1,0,1,high_school,197187,1,5601.328959487965
43,male,25,14,83349,sedan,21826,0,0,27,3,685,1,2,1,masters,188810,0,0.0
31,male,26,14,9601,SUV,7180,0,0,8,54,605,1,1,0,high_school,131415,0,0.0
76,female,18,18,17930,truck,47779,0,1,65,51,617,1,2,1,masters,117081,0,0.0
73,female,49,19,9333,truck,3559,2,0,3,58,653,1,1,1,bachelors,42785,0,0.0
68,female,41,5,75935,sports,41905,0,0,19,70,510,1,2,1,masters,50033,0,0.0
24,male,28,18,22839,sports,4971,0,1,40,19,754,0,1,1,phd,79568,0,0.0
20,male,38,7,56337,SUV,36725,0,0,35,18,491,1,3,1,bachelors,166928,0,0.0
64,male,40,5,45204,sedan,19113,0,0,5,7,634,0,0,0,phd,127949,0,0.0
40,female,32,19,25195,truck,43861,1,0,64,66,366,1,0,1,high_school,74764,0,0.0
63,female,18,14,32848,sports,13951,1,1,49,26,411,0,0,0,phd,96370,0,0.0
60,male,36,2,94229,sports,26617,0,0,63,78,406,0,1,1,high_school,100761,0,0.0
64,female,18,9,45854,sedan,33794,1,0,2,7,325,1,0,0,high_school,111958,0,0.0
77,male,32,14,55998,sports,3583,0,1,36,17,365,0,0,1,phd,89899,0,0.0
62,female,46,15,72390,SUV,26628,0,0,2,28,713,1,0,1,masters,188652,0,0.0
35,female,15,16,36558,sedan,27250,2,2,32,45,799,0,0,1,phd,135134,0,0.0
75,female,22,18,7985,truck,4055,3,0,58,35,300,0,2,1,masters,137410,0,0.0
55,male,6,10,66794,SUV,7801,0,0,14,2,758,0,1,0,high_school,175887,0,0.0
52,female,25,15,48585,truck,35426,0,0,55,8,668,0,1,0,phd,102036,0,0.0
68,female,31,4,89814,truck,37719,1,0,60,9,441,0,0,1,phd,179305,0,0.0
32,male,11,4,45264,sports,41067,0,0,67,83,313,0,2,0,masters,35765,0,0.0
42,female,7,13,38326,SUV,24840,1,0,78,65,767,0,0,0,phd,76625,0,0.0
72,male,4,17,89816,SUV,10933,2,1,70,0,830,1,0,0,phd,175042,0,0.0
54,male,41,7,64261,sedan,32979,1,0,67,90,709,1,1,0,masters,87564,0,0.0
45,male,27,4,39022,SUV,46047,0,0,61,3,449,1,2,0,masters,106671,0,0.0
27,male,4,6,20667,sedan,5137,2,0,66,47,632,1,1,0,bachelors,100675,1,1125.1268131195454
56,male,48,15,23065,SUV,12423,0,0,22,95,373,0,2,0,masters,89180,0,0.0
74,female,25,13,92191,truck,25315,0,1,13,17,737,0,0,1,high_school,53354,0,0.0
34,male,4,4,15006,sedan,35482,0,0,5,77,682,1,0,1,high_school,125488,0,0.0
56,male,21,8,76819,SUV,45156,0,0,32,44,650,1,2,0,masters,144760,0,0.0
39,male,14,3,50076,sedan,37115,1,0,8,14,565,0,0,0,bachelors,58923,0,0.0
43,male,12,3,73861,sports,35754,1,0,11,50,704,1,2,0,bachelors,116770,0,0.0
79,female,27,15,55393,sports,37312,0,0,98,60,722,0,0,1,phd,76178,0,0.0
61,male,32,16,8143,sedan,24363,1,2,94,3,378,1,2,0,bachelors,88168,0,0.0
42,female,42,14,62505,sedan,18085,0,0,50,18,608,0,0,1,high_school,191666,0,0.0
34,male,22,3,17417,truck,43414,0,0,2,87,332,1,3,1,high_school,182417,0,0.0
30,female,32,5,36300,SUV,37554,1,1,55,93,727,1,0,0,masters,179827,0,0.0
37,male,42,15,97062,sports,15415,0,0,45,76,634,1,3,0,masters,152055,0,0.0
42,male,17,3,33896,sports,48052,0,0,35,10,754,0,1,1,phd,36896,0,0.0
21,female,49,5,55629,SUV,22398,1,0,12,27,711,1,1,1,masters,95316,0,0.0
27,male,29,4,32606,sports,33691,0,0,12,56,769,1,0,1,bachelors,130076,0,0.0
20,female,25,15,44916,sports,7659,0,0,57,74,814,0,1,0,phd,24586,0,0.0
58,male,15,15,66330,sedan,21644,1,0,97,53,420,0,1,0,masters,154151,0,0.0
62,female,12,9,12551,sports,4044,0,0,84,64,449,1,0,1,masters,103653,0,0.0
35,male,38,8,61422,sports,4883,0,0,33,46,452,0,0,0,masters,60070,0,0.0
64,male,32,3,72782,sports,32712,0,0,42,3,555,0,0,1,masters,65692,0,0.0
53,female,25,13,70391,SUV,20324,1,0,27,33,362,0,1,1,masters,80254,0,0.0
64,male,47,3,68411,truck,49119,2,0,55,75,592,1,1,1,high_school,167007,0,0.0
39,male,0,11,78185,sedan,22545,0,0,46,53,367,0,0,0,phd,78621,0,0.0
51,male,48,9,5888,truck,19204,1,0,34,87,524,1,2,1,high_school,55590,0,0.0
64,male,37,3,62135,sports,24268,1,0,77,60,753,0,2,1,phd,165807,0,0.0
25,male,1,17,34424,sports,16762,1,0,81,95,589,1,1,0,bachelors,36344,0,0.0
57,male,48,12,46559,sports,29371,2,0,18,82,546,0,3,1,bachelors,44825,0,0.0
66,female,5,12,16075,truck,19847,1,0,82,92,615,0,2,1,bachelors,35523,0,0.0
61,female,45,13,27699,SUV,37139,0,0,96,92,591,1,0,1,phd,192916,0,0.0
36,female,49,17,52972,SUV,42295,2,1,50,82,779,1,1,1,high_school,40296,1,4911.995741768841
59,male,37,0,14950,sedan,11116,0,2,98,19,513,1,0,1,high_school,123690,0,0.0
58,female,41,15,10413,truck,31125,0,1,19,2,817,1,2,1,masters,106399,0,0.0
54,male,23,14,44305,SUV,32404,0,0,28,39,492,1,1,1,phd,35744,0,0.0
23,male,17,4,8569,sedan,29436,0,0,71,68,733,1,1,1,bachelors,144168,0,0.0
69,male,26,5,71778,sports,3788,0,0,88,22,373,1,2,1,phd,135224,0,0.0
43,male,40,5,35085,sports,33149,0,0,80,68,373,1,2,0,masters,21639,0,0.0
51,female,7,2,81023,sedan,5125,0,0,64,93,562,0,2,0,high_school,149806,0,0.0
76,male,27,15,88845,SUV,4606,0,0,37,31,385,1,0,1,masters,83228,0,0.0
73,female,9,11,97174,truck,42534,0,0,48,23,357,1,0,0,masters,30809,0,0.0
76,male,16,3,41163,sedan,33988,0,0,93,50,716,1,0,0,masters,169527,0,0.0
62,female,28,0,54592,SUV,22306,1,0,27,57,580,0,0,0,masters,121959,0,0.0
23,female,5,3,92151,sedan,43973,2,1,32,41,507,1,2,0,high_school,117222,0,0.0
54,female,13,0,62333,SUV,11833,0,0,12,34,442,0,4,0,high_school,39582,0,0.0
74,female,21,7,13039,sports,22997,0,0,87,31,712,0,1,1,high_school,90829,0,0.0
50,female,5,4,13198,sedan,34521,0,1,43,53,351,0,1,1,high_school,136753,0,0.0
70,female,25,1,39354,truck,30948,0,1,85,44,316,0,4,1,bachelors,140258,0,0.0
39,male,38,11,8824,sedan,47643,0,0,51,47,718,0,1,0,phd,115383,0,0.0
38,female,11,16,55420,sports,8488,1,2,76,85,723,0,0,0,bachelors,123930,0,0.0
23,male,34,6,94535,sports,40974,1,0,75,84,500,0,3,0,masters,24005,0,0.0
23,female,13,10,8436,SUV,43448,1,1,40,91,717,0,1,0,masters,93454,0,0.0
72,male,21,3,98550,sports,8938,0,0,48,48,741,1,0,0,masters,58698,0,0.0
65,female,22,4,45857,SUV,39726,0,0,6,33,801,0,0,1,masters,117287,0,0.0
21,female,47,5,21057,sports,16770,1,0,35,15,381,0,0,1,bachelors,24319,0,0.0
47,male,6,10,6310,SUV,7635,1,1,92,10,379,1,0,0,high_school,173799,0,0.0
28,female,39,0,80355,truck,9629,1,1,92,96,488,1,2,0,masters,186735,0,0.0
79,female,49,9,83993,SUV,32668,2,0,25,18,779,1,2,0,bachelors,100410,0,0.0
79,female,24,19,71013,SUV,22487,0,0,26,91,455,1,1,0,bachelors,183006,0,0.0
47,male,12,10,65022,truck,13869,2,2,23,28,459,1,1,0,masters,165982,0,0.0
48,female,20,16,13906,SUV,10219,1,0,94,53,343,1,2,0,masters,111012,0,0.0
41,male,40,7,14868,SUV,41797,0,2,70,52,461,1,0,1,bachelors,97875,0,0.0
72,female,9,12,23546,truck,17673,0,0,80,66,809,1,0,1,phd,194416,0,0.0
26,female,8,19,77855,sports,17763,0,0,32,81,812,1,1,1,bachelors,127488,0,0.0
72,male,14,17,38149,sedan,45933,1,0,97,81,507,0,1,1,phd,46499,0,0.0
20,female,1,15,72381,SUV,12043,0,1,17,75,396,1,0,1,masters,98156,0,0.0
68,female,24,1,28684,sports,10570,0,0,4,81,320,0,0,0,high_school,144657,0,0.0
48,male,12,4,34858,sedan,7886,0,0,0,31,654,1,1,1,high_school,98297,0,0.0
57,female,33,17,50330,truck,2958,2,0,70,99,804,1,3,0,phd,160794,0,0.0
54,male,33,2,64204,SUV,44087,1,1,97,82,703,0,1,1,masters,39234,1,729.4572972750715
53,male,34,16,97203,SUV,25641,2,0,2,55,522,0,2,1,masters,131311,0,0.0
41,male,37,15,30293,truck,3183,1,1,35,62,699,1,0,1,phd,53592,0,0.0
48,female,2,5,61869,SUV,30070,0,0,34,3,761,0,5,0,high_school,151835,0,0.0
23,male,41,18,95429,sedan,4774,0,0,50,10,331,0,2,0,bachelors,34325,0,0.0
19,male,5,6,9629,sedan,30018,1,0,11,2,788,0,0,1,phd,137456,0,0.0
37,female,47,17,10704,truck,21303,2,1,14,26,587,1,1,1,masters,91884,0,0.0
45,male,48,13,6776,SUV,15272,0,0,3,79,736,0,1,1,masters,155525,0,0.0
28,female,18,5,62255,sports,23586,1,0,55,43,679,0,1,1,high_school,38680,0,0.0
21,female,2,7,53281,SUV,34545,0,0,96,17,736,0,1,0,phd,145830,0,0.0
